ein,strein,name,sub_name,city,state,ntee_code,score,id,careofname,address,zipcode,ruling_date,asset_amount,income_amount,revenue_amount,created_at,updated_at
134063052,13-4063052,CONFRATERNIDAD DE LIDERES CONCILIARES INC,CONFRATERNIDAD DE LIDERES CONCILIARES INC,BRONX,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
261926604,26-1926604,CONFRERIE DE LA CHAINE DES ROTISSEURS BAILLIAGE D ALBANY INC,CONFRERIE DE LA CHAINE DES ROTISSEURS BAILLIAGE D ALBANY INC,ALBANY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113289707,11-3289707,CONG & KOLEL OHEL YESOCHOR DCHASEDI BELZ,CONG & KOLEL OHEL YESOCHOR DCHASEDI BELZ,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113242195,11-3242195,CONG AND KOLLEL YISOSCHOR ZEVILIN INC,CONG AND KOLLEL YISOSCHOR ZEVILIN INC,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
331058523,33-1058523,CONG ATERES CHAIM MORDCHAI,CONG ATERES CHAIM MORDCHAI,WOODBOURNE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
842957181,84-2957181,CONG AVI EZRI INC,CONG AVI EZRI INC,BROOKLYN,NY,Z99,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
811798164,81-1798164,CONG AVREICHEM DSATMAR,CONG AVREICHEM DSATMAR,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113039167,11-3039167,CONG BAIS AHARON,CONG BAIS AHARON,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
134171195,13-4171195,CONG BAIS AVE INC,CONG BAIS AVE INC,MONROE,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113565879,11-3565879,CONG BAIS DOV INC,CONG BAIS DOV INC,BROOKLYN,NY,X20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133864803,13-3864803,CONG BAIS MALKA,CONG BAIS MALKA,SPRING VALLEY,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
311777927,31-1777927,CONG BAIS MOSHE INC,CONG BAIS MOSHE INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112452764,11-2452764,CONG BAIS NAFTULY C O BENJAMIN ISAACS,CONG BAIS NAFTULY C O BENJAMIN ISAACS,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113343103,11-3343103,CONG BAIS RABBENU,CONG BAIS RABBENU,NEW YORK,NY,X99Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133753770,13-3753770,CONG BAIS YEHUDAH,CONG BAIS YEHUDAH,NEW SQUARE,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
821542771,82-1542771,CONG BAIS YISROEL INC,CONG BAIS YISROEL INC ,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
61535035,06-1535035,CONG BAIS ZEV INC,CONG BAIS ZEV INC,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
201540119,20-1540119,CONG BEEAR AVROHOM DSLONIM,CONG BEEAR AVROHOM DSLONIM,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
201181395,20-1181395,CONG BEIS HAMERDRESH TIFERETH SHMUEL,CONG BEIS HAMERDRESH TIFERETH SHMUEL,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113436536,11-3436536,CONG BEIS JOSEPH INC,CONG BEIS JOSEPH INC,BROOKLYN,NY,X21Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112939953,11-2939953,CONG BEIS MEIR INC,CONG BEIS MEIR INC,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113631887,11-3631887,CONG BEIS NUSEN,CONG BEIS NUSEN,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133863900,13-3863900,CONG BEIS PINCHOS,CONG BEIS PINCHOS ,NEW SOUARE,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
831641978,83-1641978,CONG BEKIOS HATORAH,CONG BEKIOS HATORAH,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
930755606,93-0755606,CONG BETH AARON OF KOYDEN OFF,CONG BETH AARON OF KOYDEN OFF,GREAT NECK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
260623550,26-0623550,CONG BETH MEDRASH MEOR YITZCHOK INC,CONG BETH MEDRASH MEOR YITZCHOK INC,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113306532,11-3306532,CONG BETH MEDRESH CHEMED OF ROCKLAND,CONG BETH MEDRESH CHEMED OF ROCKLAND,MONSEY,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113081446,11-3081446,CONG BETH MORDECHAI,CONG BETH MORDECHAI,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113485239,11-3485239,CONG BINYAN SHULOM,CONG BINYAN SHULOM,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
273659981,27-3659981,CONG BIRCHAS YITZCHOK,CONG BIRCHAS YITZCHOK ,SPRING VALLEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113506617,11-3506617,CONG BNEI ECHOD,CONG BNEI ECHOD,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
271248135,27-1248135,CONG BNEI MELUCHIM INC,CONG BNEI MELUCHIM INC,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113377075,11-3377075,CONG CHESED LAVRAHAM TZVI VROZA,CONG CHESED LAVRAHAM TZVI VROZA,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113586625,11-3586625,CONG CHIEN V CHESED,CONG CHIEN V CHESED,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
821899168,82-1899168,CONG DAMESEK ELIEZER DSTRELISK INC,CONG DAMESEK ELIEZER DSTRELISK INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
472689621,47-2689621,CONG DIVREI YOEL DSATMAR INC,CONG DIVREI YOEL DSATMAR INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113485495,11-3485495,CONG GEMACH KEREN MORDECHAI,CONG GEMACH KEREN MORDECHAI,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113317232,11-3317232,CONG GEMACH RY CHEMEAHL,CONG GEMACH RY CHEMEAHL,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
10724037,01-0724037,CONG ICHUD WALLABOUT INC,CONG ICHUD WALLABOUT INC,BROOKLYN,NY,T30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
272040223,27-2040223,CONG KEHAL ADAS NASAUD,CONG KEHAL ADAS NASAUD,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
812852157,81-2852157,CONG KEREN CHASANIM MAHARIT,CONG KEREN CHASANIM MAHARIT,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113052112,11-3052112,CONG KEREN HACHESED OF ADATH ARON V ISRAEL,CONG KEREN HACHESED OF ADATH ARON V ISRAEL,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113625679,11-3625679,CONG KEREN ZICHRON HELMETZ,CONG KEREN ZICHRON HELMETZ,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113297138,11-3297138,CONG KESER TORAH,CONG KESER TORAH,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113986018,11-3986018,CONG KHAL MAYER JOSEPH,CONG KHAL MAYER JOSEPH,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
462612703,46-2612703,CONG KHAL TORATH CHAIM VIZNITZ OF BP,CONG KHAL TORATH CHAIM VIZNITZ OF BP,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
721536748,72-1536748,CONG KOLEL KLIENVARDYN,CONG KOLEL KLIENVARDYN,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
262141357,26-2141357,CONG KOLLEL SANZ KLAUSENBURG INC,CONG KOLLEL SANZ KLAUSENBURG INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
463423595,46-3423595,CONG KORITZ INC,CONG KORITZ INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113576639,11-3576639,CONG KOSON,CONG KOSON,BROOKLYN,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
450636413,45-0636413,CONG MACHNE CHAYEI SURAH INC,CONG MACHNE CHAYEI SURAH INC,BROOKLYN,NY,X20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
261987965,26-1987965,CONG MASEI LMELECH VIETZEN INC,CONG MASEI LMELECH VIETZEN INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
263033642,26-3033642,CONG MATEH AHRON INC,CONG MATEH AHRON INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
842759879,84-2759879,CONG MEADOW ESTATES,CONG MEADOW ESTATES,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
822370786,82-2370786,CONG MEOIRES NUSSEN INC,CONG MEOIRES NUSSEN INC,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113512961,11-3512961,CONG MERKOZ HALACHA,CONG MERKOZ HALACHA,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
463205780,46-3205780,CONG MIKVA YISRAEL OF W P B,CONG MIKVA YISRAEL OF W P B,BROOKLYN,NY,Z99,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113342049,11-3342049,CONG MINCHAS ELUZER D MUNKATCH,CONG MINCHAS ELUZER D MUNKATCH,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
203964424,20-3964424,CONG MKADSHEI SHVII INC,CONG MKADSHEI SHVII INC,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
205316703,20-5316703,CONG NOAM ELIEZER SKULEN,CONG NOAM ELIEZER SKULEN,SPRING VALLEY,NY,Q30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133892475,13-3892475,CONG NOIAM MGODIM,CONG NOIAM MGODIM ,NEW SQUARE,NY,Z99Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113400862,11-3400862,CONG OHEL CHABAD LUBAVITCH,CONG OHEL CHABAD LUBAVITCH,CAMBRIA HTS,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
453977409,45-3977409,CONG OHEL YEHOSHUA OF BELZ,CONG OHEL YEHOSHUA OF BELZ,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113494099,11-3494099,CONG PONIM MEIROS D MONSEY INC,CONG PONIM MEIROS D MONSEY INC,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
844177712,84-4177712,CONG SATMAR YM INC,CONG SATMAR YM INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
475485796,47-5485796,CONG SHAR HASHAMAYIM,CONG SHAR HASHAMAYIM,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
30402223,03-0402223,CONG SHAREI SIMCHA,CONG SHAREI SIMCHA,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
270928864,27-0928864,CONG SHAREI TZVI ELIMELECH INC,CONG SHAREI TZVI ELIMELECH INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
813060283,81-3060283,CONG SHTIBEL 45TH INC,CONG SHTIBEL 45TH INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113016175,11-3016175,CONG SIACH YITZCHOK DKHAL LADANY,CONG SIACH YITZCHOK DKHAL LADANY,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
833906448,83-3906448,CONG SIMCHA VNACHAS,CONG SIMCHA VNACHAS,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
843241889,84-3241889,CONG STRIKOV OF USA,CONG STRIKOV OF USA,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
453512221,45-3512221,CONG TALMIDEI ALEKSANDER INC,CONG TALMIDEI ALEKSANDER INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113044247,11-3044247,CONG TECHILAS MORDCHA D BERZAN,CONG TECHILAS MORDCHA D BERZAN,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113276910,11-3276910,CONG TEHILO LEDOVID,CONG TEHILO LEDOVID,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
813938685,81-3938685,CONG TFILLE LMOISHE OF KJ,CONG TFILLE LMOISHE OF KJ,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
822106804,82-2106804,CONG TIFERES YITZCHOK INC,CONG TIFERES YITZCHOK INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
475607929,47-5607929,CONG TOLDOS REFUEL KASHO,CONG TOLDOS REFUEL KASHO,SWAN LAKE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
383972092,38-3972092,CONG YAD YOSEF INC,CONG YAD YOSEF INC,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113413728,11-3413728,CONG YEHIDA INC,CONG YEHIDA INC,BROOKLYN,NY,X20Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
812698221,81-2698221,CONG YESHIVAH KINYAN TORAH SATMAR MONSEY,CONG YESHIVAH KINYAN TORAH SATMAR MONSEY,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
841995677,84-1995677,CONG YETEV LEV KJ,CONG YETEV LEV KJ,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
813335942,81-3335942,CONG YETEV LEV SHUL INC,CONG YETEV LEV SHUL INC,MONROE,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
200447034,20-0447034,CONG ZICHRON AVOS,CONG ZICHRON AVOS,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113344408,11-3344408,CONG ZICHRON DAVID,CONG ZICHRON DAVID,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
200924683,20-0924683,CONGERATION ZICHRON ARYEH MORDECHAI,CONGERATION ZICHRON ARYEH MORDECHAI ,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
136209279,13-6209279,CONGERS VOLUNTEER AMBULANCE CORPS INC,CONGERS VOLUNTEER AMBULANCE CORPS INC,CONGERS,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
832732267,83-2732267,CONGOLESE ASSOCIATION OF ALBANY NEW YORK,CONGOLESE ASSOCIATION OF ALBANY NEW YORK,COHOES,NY,P20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133992464,13-3992464,CONGRAEGATION KAV HAYUSHER,CONGRAEGATION KAV HAYUSHER,MONROE,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133055685,13-3055685,CONGREAGATION ZEMACH DAVID OF WILLIAMSBURG INC,CONGREAGATION ZEMACH DAVID OF WILLIAMSBURG INC,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112409537,11-2409537,CONGREATION EMUNAS YISROEL,CONGREATION EMUNAS YISROEL,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133174655,13-3174655,CONGREGATION & YESHIVA DERECH CHAIM,CONGREGATION & YESHIVA DERECH CHAIM,MONSEY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
510188249,51-0188249,CONGREGATION ABAVAS CHESED,CONGREGATION ABAVAS CHESED,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
811017435,81-1017435,CONGREGATION ACHDUS YISROEL - CENTER OF JEWISH UNITY,CONGREGATION ACHDUS YISROEL - CENTER OF JEWISH UNITY,POMONA,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
