BEY FOUNDATION,EIN: 81-3561787Classification            (NTEE)                        Scholarships, Student Financial Aid Services, Awards              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND BASKETBALL FOUNDATION INC,EIN: 20-8760026Classification            (NTEE)                        Educational Services and Schools - Other              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND OUR TRAUMA FOUNDATION LIMITED,EIN: 81-4168540            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Hot Line, Crisis Intervention Services              (Mental Health, Crisis Intervention)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND STYLES BY MILES INC,EIN: 81-2481158Classification            (NTEE)                        Youth Development Programs, Other              (Youth Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND SURVIVAL HEALING INC,EIN: 73-1730037            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Historical Societies, Related Historical Activities              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND THE 4 WALLS OUTREACH PROGRAM,EIN: 83-2158521Classification            (NTEE)                        Human Service Organizations - Multipurpose              (Human Services — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND THE BLING INC,EIN: 27-2985577Classification            (NTEE)                        Youth Development - Business              (Youth Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND THE BRICKS PROJECT INC,EIN: 80-0735545Classification            (NTEE)                        Research Institutes and/or Public Policy Analysis              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND THE GAME,EIN: 46-4755625Classification            (NTEE)                        Youth Development Programs, Other              (Youth Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEYOND THE GAME CONNECTION INC,EIN: 84-4891135Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BEZALEL NURSING HOME COMPANY,EIN: 23-7253912Classification            (NTEE)                        Nursing, Convalescent Facilities              (Health — General and Rehabilitative)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BIG BROTHERS AND BIG SISTERS OF NEW YORK CITY INC,EIN: 13-5600383Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BIRCH FAMILY SERVICES INC,EIN: 11-2503193Classification            (NTEE)                        Human Service Organizations - Multipurpose              (Human Services — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BLOOMBERG FAMILY FOUNDATION INC,EIN: 20-5602483Classification            (NTEE)                        Private Grantmaking Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BLYTHEDALE CHILDRENS HOSPITAL,EIN: 13-1739922Classification            (NTEE)                        Hospital, Specialty              (Health — General and Rehabilitative)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BOYS AND GIRLS CLUB OF WESTERN BROOME INC,EIN: 16-1446907Classification            (NTEE)                        Boys and Girls Clubs (Combined)              (Youth Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BREARLEY SCHOOL,EIN: 13-1623915Classification            (NTEE)                        Elementary, Secondary Education, K - 12              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRIANNA TITCOMB MEMORIAL FOUNDATION INC,EIN: 20-2714051Classification            (NTEE)                        Scholarships, Student Financial Aid Services, Awards              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRIGHTON PROFESSIONAL FIREFIGHTERS MUTUAL AID FUND,EIN: 20-5327262Classification            (NTEE)                        Labor Unions, Organizations              (Employment, Job-Related)            Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRIGHTON VFC LADIES AUXILIARY,EIN: 81-3998370Classification            (NTEE)                        Nonmonetary Support N.E.C.              (Public Safety, Disaster Preparedness and Relief)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRIGHTON VOLUNTEER FIREMENS BENEVOLENT ASSOCIATION,EIN: 16-1555821Classification            (NTEE)                        Single Organization Support              (Public Safety, Disaster Preparedness and Relief)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRIKAMA ASSOCIATION NEW YORK,EIN: 81-0722448            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Community, Neighborhood Development, Improvement (General)              (Community Improvement, Capacity Building)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRINDLE POSSE RESCUE INC,EIN: 47-3437125Classification            (NTEE)                        Animal-Related N.E.C.Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRING THE NOISE FOUNDATION INC,EIN: 83-1591272Classification            (NTEE)                        Music Groups, Bands, Ensembles              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRINGING RESOURCES AND CARE EVERYWHERE INC,EIN: 85-1058906Classification            (NTEE)                        Human Service Organizations - Multipurpose              (Human Services — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRISCOE COMMUNITY ASSOCIATION INC,EIN: 16-1737795Classification            (NTEE)                        Recreational, Pleasure, or Social Club              (Recreation, Sports, Leisure, Athletics)            Nonprofit Tax Code Designation: 501(c)(7)            Defined as: Social and recreational clubs.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRISTOL FUND INC,EIN: 23-7209712            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              archival data provided by the National Center for Charitable Statistics Data Archive. However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Private Grantmaking Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRISTOL-MYERS SQUIBB COMPANY LONG TERM DISABILITY INCOME PLAN & TR,EIN: 13-2976142Nonprofit Tax Code Designation: 501(c)(9)            Defined as: Voluntary employees beneficiary associations, which provide payment of life, sickness, accident or other benefits to members.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRITH EMUNIM C O RABBI QUINN,EIN: 11-2426530Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRITISH ACADEMY OF FILM AND TELEVISION ARTS EAST COAST INC,EIN: 13-3864781Classification            (NTEE)                        International Cultural Exchange              (International, Foreign Affairs and National Security)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRITISH SCHOOLS AND UNIVERSITIES FOUNDATION INC,EIN: 13-6161189Classification            (NTEE)                        International Development, Relief Services              (International, Foreign Affairs and National Security)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRITISH-AMERICAN BUSINESS COUNCIL,EIN: 52-1902671Nonprofit Tax Code Designation: 501(c)(6)            Defined as: Business leagues, chambers of commerce, real estate boards, etc, created for the improvement of business conditions.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRITISH-AMERICAN CHAMBER OF COMMERCE,EIN: 13-1621298Classification            (NTEE)                        Promotion of Business              (Community Improvement, Capacity Building)            Nonprofit Tax Code Designation: 501(c)(6)            Defined as: Business leagues, chambers of commerce, real estate boards, etc, created for the improvement of business conditions.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRIVITTE FOUNDATION INC,EIN: 81-1343845Classification            (NTEE)                        Scholarships, Student Financial Aid Services, Awards              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADALBIN KENNYETTO FIRE CO INC,EIN: 14-6025052Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADALBIN UNION RURAL CEMETERY ASSOC INC,EIN: 14-1499459Nonprofit Tax Code Designation: 501(c)(13)            Defined as: Cemetery companies.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADALBIN-PERTH ELEMENTARY PARENT TEACHER STUDENT ORGANIZATION,EIN: 20-0228633Classification            (NTEE)                        Parent/Teacher Group              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADCAST EMPLOYEES AMATEUR RADIO SOCIETY INC,EIN: 13-3980435Classification            (NTEE)                        Community Service Clubs              (Community Improvement, Capacity Building)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADPINE REALTY HOLDING CO INC,EIN: 13-3089898Nonprofit Tax Code Designation: 501(c)(2)            Defined as: Corporations created to hold titles for property owned by another nonprofit.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY CEMETERY ASSOC INC,EIN: 16-6051002Classification            (NTEE)                        Cemeteries, Burial Services              (Mutual/Membership Benefit Organizations, Other)            Nonprofit Tax Code Designation: 501(c)(13)            Defined as: Cemetery companies.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY EDUCATION ALLIANCE INC,EIN: 32-0178901Classification            (NTEE)                        Alliance/Advocacy Organizations              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY EDUCATION SHAPES TOMORROW INC,EIN: 33-1070376Classification            (NTEE)                        Educational Services and Schools - Other              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY HOPE INC,EIN: 20-0475048Classification            (NTEE)                        Christian              (Religion-Related, Spiritual Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY INSPIRATIONAL VOICES INC,EIN: 06-1592825Classification            (NTEE)                        Singing, Choral              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY PRESBYTERIAN CHURCH OF THE CITY OF NY,EIN: 13-1623916Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY TEMPLE CORPORATION,EIN: 13-6165690Classification            (NTEE)                        Protestant              (Religion-Related, Spiritual Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROADWAY UNITED BUSINESSES BUB INC,EIN: 47-1864737            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Human Service Organizations - Multipurpose              (Human Services — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROCKPORT CHAMBER OF COMMERCE INC,EIN: 82-4263143Classification            (NTEE)                        Promotion of Business              (Community Improvement, Capacity Building)            Nonprofit Tax Code Designation: 501(c)(6)            Defined as: Business leagues, chambers of commerce, real estate boards, etc, created for the improvement of business conditions.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRONX CHARTER SCHOOL FOR THE ARTS,EIN: 01-0727280Classification            (NTEE)                        Elementary, Secondary Education, K - 12              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROOKDALE HOSPITAL MEDICAL CENTER,EIN: 11-1631746Classification            (NTEE)                        Hospital, General              (Health — General and Rehabilitative)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROOKLYN ASCEND CHARTER SCHOOL,EIN: 32-0232371            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Elementary, Secondary Education, K - 12 (B29)              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BROOKLYN COMMUNITY BAIL FUND INC,EIN: 90-1014588Classification            (NTEE)                        Single Organization Support              (Crime, Legal-Related)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
BRUNCKHORST FOUNDATION,EIN: 23-7000850Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP GOOD DAYS & SPECIAL TIMES INC,EIN: 22-2329654Classification            (NTEE)                        Unknown (N00Z)              (Recreation, Sports, Leisure, Athletics)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP GROSS FOUNDATION INC,EIN: 16-1346198Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP HACHSHARAMOSHAVA OF N Y INC,EIN: 13-5596850Classification            (NTEE)                        Recreational and Sporting Camps              (Recreation, Sports, Leisure, Athletics)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP HASC INC,EIN: 81-1146659Classification            (NTEE)                        Christian              (Religion-Related, Spiritual Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP HIGH HOPES INC,EIN: 16-1266169Classification            (NTEE)                        Diseases, Disorders, Medical Disciplines N.E.C.Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP HIMMAT INC,EIN: 85-0837549Classification            (NTEE)                        Recreational and Sporting Camps              (Recreation, Sports, Leisure, Athletics)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
CAMP HUNT INC,EIN: 16-0924208Classification            (NTEE)                        Christian              (Religion-Related, Spiritual Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
